iter	RMSE
126	0.01732582235
127	0.01728434231
128	0.01723233638
129	0.01720897347
130	0.01719277394
131	0.0171507642
132	0.01712569451
133	0.01708482078
134	0.01706188739
135	0.01702931971
136	0.01700905136
137	0.01697842466
138	0.01695003674
139	0.01692273285
140	0.01688448025
141	0.01686317017
142	0.01683725576
143	0.0167786503
144	0.01675109722
145	0.01672092016
146	0.01669815371
147	0.01668048326
148	0.01665303311
149	0.01661398951
150	0.01656965652
151	0.01654047654
152	0.01650952909
153	0.01648180737
154	0.0164452681
155	0.01642546819
156	0.01639772062
157	0.01638069209
158	0.01634830113
159	0.01632704668
160	0.01629842032
161	0.01627272504
162	0.01625378802
163	0.01623093091
164	0.0161984709
165	0.01616986732
166	0.01615702963
167	0.01614605331
168	0.01611788347
169	0.01608016068
170	0.01606668534
171	0.01603791971
172	0.01599817669
173	0.01597355599
174	0.01593854317
175	0.01590925839
176	0.01588091791
177	0.01584881298
178	0.01580819125
179	0.0157877095
180	0.01577101424
181	0.01572691076
182	0.01571531827
183	0.01569017226
184	0.01565864857
185	0.0156516411
186	0.01562702494
187	0.01561029665
188	0.01559196378
189	0.01556835594
190	0.01554253576
191	0.01552362757
192	0.01549504227
193	0.01545995991
194	0.01542854858
195	0.01539372357
196	0.01536812671
197	0.01535738579
198	0.01532899185
199	0.01531247466
200	0.01527468502
201	0.01525234346
202	0.01524266355
203	0.01522678245
204	0.01520768379
205	0.01519274981
206	0.01516117131
207	0.01514149623
208	0.01512810213
209	0.01511171243
210	0.01509267773
211	0.01507937614
212	0.0150530787
213	0.01502973639
214	0.01501227843
215	0.01498497229
216	0.01496365454
217	0.0149473148
218	0.01492409402
219	0.0149088381
220	0.01489956888
221	0.01487635139
222	0.01485853856
223	0.01484584188
224	0.01482927287
225	0.0147988593
226	0.01477024549
227	0.01475610656
228	0.01472701942
229	0.01470577511
230	0.01468924135
231	0.01467193521
232	0.01466450419
233	0.01464233771
234	0.01463332654
235	0.01462125203
236	0.01461258839
237	0.01459759138
238	0.01458410521
239	0.01457857962
240	0.01454754736
241	0.01452847052
242	0.01450798155
243	0.01448666203
244	0.01446570272
245	0.01444122925
246	0.01442535516
247	0.01441384398
248	0.01439956738
249	0.01439104445
250	0.01438318936
251	0.01436875272
252	0.01434501668
253	0.01432314366
254	0.01429677154
255	0.01426382459
256	0.01425258135
257	0.01423200749
258	0.01420676521
259	0.01418267709
260	0.01417156336
261	0.01414134929
262	0.01412304754
263	0.01410564066
264	0.01409571757
265	0.01408934512
266	0.01406434342
267	0.01404771319
268	0.01402695615
269	0.01400712553
270	0.01398731256
271	0.01397561993
272	0.0139686082
273	0.01395782204
274	0.01394337438
275	0.01391718721
276	0.01388507433
277	0.01386266682
278	0.0138360029
279	0.0138188167
280	0.01380476692
281	0.01378902574
282	0.01377339196
283	0.01376091042
284	0.01374122745
285	0.01372196516
286	0.01370275826
287	0.01369024654
288	0.01366921475
289	0.01365872511
290	0.01364967316
291	0.01362370388
292	0.01361400364
293	0.01358517787
294	0.01357219659
295	0.01354593768
296	0.01353058588
297	0.01351315141
298	0.01349820653
299	0.01347222645
300	0.01346061359
301	0.01344950554
302	0.01343028817
303	0.01341500321
304	0.01340590114
305	0.01338952857
306	0.01337121421
307	0.01335514754
308	0.0133424412
309	0.013331712
310	0.01332144796
311	0.01330394315
312	0.01329440209
313	0.01328089485
314	0.01326559953
315	0.01324503685
316	0.01323171829
317	0.01321630025
318	0.0131830593
319	0.0131723124
320	0.0131450418
321	0.01313152134
322	0.01310317794
323	0.01308647331
324	0.01307522787
325	0.01306394299
326	0.01305325019
327	0.01304212971
328	0.0130336222
329	0.01302913003
330	0.01302067008
331	0.01299924626
332	0.01298885781
333	0.01297651628
334	0.01296919647
335	0.01294411095
336	0.01292408486
337	0.01290063719
338	0.01288969391
339	0.01287921095
340	0.0128720389
341	0.01285609548
342	0.01284034005
343	0.01283068656
344	0.01281665606
345	0.01280153888
346	0.01279151405
347	0.01277729032
348	0.0127647631
349	0.01275041434
350	0.01273680029
351	0.01272665968
352	0.01270328353
353	0.01269584043
354	0.01266714028
355	0.01266103239
356	0.01265425571
357	0.01264479623
358	0.01262389592
359	0.01261259524
360	0.01259551707
361	0.0125922221
362	0.01258184243
363	0.01255750843
364	0.01254416462
365	0.01253368414
366	0.0125138389
367	0.01249802229
368	0.01249552773
369	0.01248550356
370	0.01247391727
371	0.0124648831
372	0.01244353843
373	0.01243717179
374	0.01242863963
375	0.01241358197
376	0.01240645347
377	0.01239450904
378	0.01238482664
379	0.01236530704
380	0.01236092655
381	0.01235393102
382	0.01234586364
383	0.0123231635
384	0.01230955553
385	0.01228424523
386	0.01226970574
387	0.01226504125
388	0.01224883658
389	0.01223202707
390	0.01221694556
391	0.01219612107
392	0.01219299185
393	0.0121826639
394	0.01216543797
395	0.01215354106
396	0.01214615997
397	0.01213509879
398	0.01211781669
399	0.01211181868
400	0.01210413464
401	0.01208858085
402	0.01206697668
403	0.01205790194
404	0.01205354806
405	0.01204757054
406	0.01203401728
407	0.01202878275
408	0.01201592595
409	0.01200707056
410	0.01199577237
411	0.01198150901
412	0.01197391822
413	0.01195948545
414	0.01194275317
415	0.01192263713
416	0.01190949122
417	0.01190054246
418	0.01189072467
419	0.01188010185
420	0.01187084946
421	0.0118567471
422	0.01183888061
423	0.01183239677
424	0.01182138677
425	0.01181788888
426	0.01180699657
427	0.01178854085
428	0.01177606062
429	0.01175766221
430	0.01174471554
431	0.01173813346
432	0.01172699249
433	0.0117158791
434	0.01170812149
435	0.01169986738
436	0.01168051838
437	0.0116729929
438	0.01166193122
439	0.01165561295
440	0.01164157891
441	0.01161706114
442	0.01160778823
443	0.01160019524
444	0.01159835502
445	0.01159185606
446	0.01158232633
447	0.0115762414
448	0.01157043031
449	0.01155481879
450	0.01154228261
451	0.01153035616
452	0.01151531058
453	0.01150362266
454	0.01149416994
455	0.01148342352
456	0.01146733443
457	0.01145278845
458	0.01144673589
459	0.01143615274
460	0.01142172409
461	0.01141610868
462	0.01140840499
463	0.01139739174
464	0.01139233346
465	0.0113795628
466	0.01136145728
467	0.01134836454
468	0.01133593491
469	0.01131504987
470	0.01130870028
471	0.01129776088
472	0.01128894914
473	0.01127929155
474	0.01127270117
475	0.01125817416
476	0.0112508623
477	0.0112364933
478	0.01122228796
479	0.01120897388
480	0.011204066
481	0.01119888117
482	0.01118920084
483	0.01117422261
484	0.01116162292
485	0.01114816658
486	0.01114279997
487	0.01113030724
488	0.01111189763
489	0.0110858976
490	0.01107540349
491	0.01106119937
492	0.01104024558
493	0.0110355579
494	0.01101880028
495	0.01100171384
496	0.0109929981
497	0.0109785213
498	0.01096440703
499	0.01095498717
